,0,1,2,3,4
[ 2  4  7  0  1  5 19  7  0 -5 19],53.254687398319504,-36.557224685496635,27.392449449259814,-23.506163627866535,-84.02682245070577
[ 2  4  7  0  1  5 19  7  0 -5 20],64.68845422360012,-46.23173941244934,42.61593334711249,-11.101307855782522,-29.2154576770325
[ 3  4  7  0  1  5 19  7  0 -5 21],12.2072568,-4.0,24.693792818758098,-7.638118334568626,-29.328907654
[ 3  3  7  0  1  5 19  7  0 -5 22],-6.408227008071363,-36.27592353242431,47.3097581586041,-24.96934785504794,-76.35244960836529
[ 3  3  7  0  1  5 19  7  0 -5 23],-8.03108327980886,-28.19683670544252,41.51583436913212,-22.92776773226682,-38.81333203111822
[ 3  3  7  0  1  5 19  7  0 -5 24],-4.372906871109987,-25.785687513048337,41.879521948962775,-28.669365533913982,-28.36431499653304
[ 4  3  7  0  1  5 19  7  0 -5 25],43.19963650553,-11.133753029648346,30.05490421726655,-22.187484465577107,-56.89895020834337
[ 4  4  7  0  1  5 19  7  0 -5 26],47.03633729779118,-4.2321424668178675,76.10801777690484,-2.75528746,-84.65781473573307
[ 4  4  7  0  1  5 19  7  0 -5 27],64.00738234348317,-4.910315221588546,35.1119103594,-6.147920952845273,-9.626078446292054
[ 4  4  7  0  1  5 19  7  0 -5 28],17.928060000000002,-5.52293873263509,71.64104148988905,-5.595536404925038,-28.313942914456277
[ 4  5  7  0  1  5 19  7  0 -5 29],11.940000000000001,-11.8804,23.642394,-15.761596,-39.40399
[ 3  5  7  0  1  5 19  7  0 -5 30],0.0,0.0,0.0,0.0,0.0
[ 1  1  7  0  1  5 19  7  0 -5  1],275.94359428508784,174.14309912683694,1924.8772096967919,99.44734821965906,-338.67470168085924
[ 1  1  7  0  1  5 19  7  0 -5  2],419.4353305980822,232.04406899280957,1894.4868106184595,233.36133753121663,-369.1195570136298
[ 1  1  7  0  1  5 19  7  0 -5  4],334.44859462038687,76.01574034241234,867.0901701930488,38.54357636970411,-389.8982213736927
[ 1  1  7  0  1  5 19  7  0 -5  5],312.89544774973444,28.323309257092784,593.9333978389985,20.278208125442852,-337.5633402639611
[ 1  1  7  0  1  5 19  7  0 -5  6],243.89326967356013,8.891444682323426,394.2386577746884,10.810796126630088,-353.44010956932163
[ 1  1  7  0  1  5 19  7  0 -5  7],247.99817758481046,3.9039977634524288,340.60659026285265,3.2643124537670656,-232.68520145685977
[ 1  1  7  0  1  5 19  7  0 -5 11],174.84850401538162,-8.630280516672734,129.23996043417992,-6.513463095517154,-164.2579159833997
[ 2  1  7  0  1  5 19  7  0 -5 12],129.45285356475668,-53.988659040570205,118.05773934536246,-58.71171502398276,-91.20876860190137
[ 1  1  7  0  1  5 19  7  0 -5 13],75.91257911581285,-9.401773204282538,145.87053787637507,-7.008871369774162,-141.0617012955256
[ 1  2  7  0  1  5 19  7  0 -5 14],104.22480463907507,-12.312378274024777,142.6829569601812,-4.359850836257036,-178.097708093863
[ 1  2  7  0  1  5 19  7  0 -5 15],128.9143980675716,-6.186668559690235,117.58643441522467,-4.857630281952106,-197.7224658025084
[ 1  2  7  0  1  5 19  7  0 -5 16],158.36638094273258,-6.348920441853481,132.5231507752858,-10.603913695428048,-184.12880464663357
[ 1  2  7  0  1  5 19  7  0 -5 17],133.9258292002459,-1.1309617891942219,153.50069366078696,0.07862518811474978,-210.78002634419508
[ 1  2  7  0  1  5 19  7  0 -5 18],160.68498107574686,-4.991659006491199,100.47437893019732,-4.796481075925285,-171.72841707211097
[ 1  2  7  0  1  5 19  7  0 -5 19],155.3525153547049,-2.203614347375193,120.54611339819232,-5.156292999022343,-162.97829122346894
[ 1  2  7  0  1  5 19  7  0 -5 20],87.14869341819337,-5.2242871478857555,166.97825003885265,-4.607831820806189,-186.72022417124882
[ 1  3  7  0  1  5 19  7  0 -5 21],47.820808875249966,-41.71277685015097,48.93534934750601,-26.376468133570857,-37.93696127910907
[ 0  3  7  0  1  5 19  7  0 -5 22],-3.507709658043317,-23.240339106645216,18.140734086000002,-4.990299346947033,-57.44118243758557
[ 1  3  7  0  1  5 19  7  0 -5 23],41.884464465143715,-20.06710759157624,35.93241641579788,-26.45159928627381,-65.57134397796004
[ 2  3  7  0  1  5 19  7  0 -5 24],48.20290268132294,-25.540166043096423,49.138316331899055,-25.745694700479795,-39.084332601661664
[ 1  3  7  0  1  5 19  7  0 -5 25],54.088355763066446,-39.66182493326208,43.10917781988372,-19.223335194699946,-57.64860508580397
[ 1  3  7  0  1  5 19  7  0 -5 26],55.00204963497994,-32.145160187165565,43.27995462237308,-41.269604018591636,-75.93957180965583
[ 0  3  7  0  1  5 19  7  0 -5 27],-3.7231951942,-15.595522757772029,12.31823198157,-2.3762425350428686,-103.0316346552944
[ 0  3  7  0  1  5 19  7  0 -5 28],-2.7562546,-34.017140810454414,24.223546968540003,-5.6381396599,-19.633229200000002
[ 0  3  7  0  1  5 19  7  0 -5 29],-1.99,-23.4079402396,23.642394,-2.9701,-19.9
[ 0  3  7  0  1  5 19  7  0 -5 30],0.0,0.0,0.0,0.0,0.0
[ 1  2  7  0  1  5 19  7  0 -5  3],240.91119276588643,10.974581965126449,109.34231338526477,16.876890919949904,-83.60755206496478
[ 1  3  7  0  1  5 19  7  0 -5  6],58.787200981101165,-16.622727841957754,289.48273795890174,-30.556673070964326,-82.43352982918667
[ 1  4  7  0  1  5 19  7  0 -5  7],-2.86264,-1.936,70.23980461934269,-2.86264,-29.647
[ 1  4  7  0  1  5 19  7  0 -5  8],-3.344958006787461,-4.088698480029221,91.44594864294926,-2.9111422633733803,-76.23466996231811
[ 1  4  7  0  1  5 19  7  0 -5  9],-3.8179023258138893,-6.20575575924104,66.63332066034498,-3.6697589529904002,-55.983107265367316
[ 1  4  7  0  1  5 19  7  0 -5 10],-10.638685751457954,-10.877265216237165,204.81352108925992,-7.035714806872198,-38.59709676688821
[ 1  4  7  0  1  5 19  7  0 -5 11],-5.970212948750062,-4.937343036873799,84.12781858176848,-6.078340256754526,-125.24633945591053
[ 1  4  7  0  1  5 19  7  0 -5 12],-6.492234932547205,-6.872245389398023,130.4250028684034,-6.512962028263326,-74.50875366326515
[ 1  4  7  0  1  5 19  7  0 -5 19],-4.158017393036149,-9.4006180315794,114.21064193439732,-5.572038684870179,-132.31629354897711
[ 1  4  7  0  1  5 19  7  0 -5 20],-5.911001459261412,-12.112457967927593,102.10053492155401,-8.320842307846178,-83.48044954330594
[ 1  4  7  0  1  5 19  7  0 -5 21],-10.440191475874474,-14.246054269586695,91.94902514622454,-7.4354152818121415,-75.77635979100404
[ 1  4  7  0  1  5 19  7  0 -5 22],-6.027368282039366,-5.163186255758773,36.12055102816928,-3.1828243355547623,-107.04234684918012
[ 1  4  7  0  1  5 19  7  0 -5 23],-9.4649207750581,-8.01191670247147,134.21509105779788,-7.684605657836635,-92.34044480611843
[ 1  4  7  0  1  5 19  7  0 -5 24],-5.788037286274432,-6.041276934186867,76.0121436707203,-6.725830711659629,-132.26139457357792
[ 1  4  7  0  1  5 19  7  0 -5 25],-7.122068119214407,-8.889596808251223,108.95815862834786,-11.740697604370137,-127.3639384311984
[ 1  4  7  0  1  5 19  7  0 -5 26],-7.5541930601307214,-7.260731495242123,64.8706598553266,-12.911045301455925,-152.223455012811
[ 1  4  7  0  1  5 19  7  0 -5 27],-9.234992941147036,-6.604855310990683,58.965237455319894,-7.6863169853400795,-106.53994354011989
[ 1  4  7  0  1  5 19  7  0 -5 28],-8.610205026033965,-7.624212276181126,111.43112312755096,-11.43899859575547,-116.62916449040355
[ 1  4  7  0  1  5 19  7  0 -5 29],-14.854222890512437,-12.247897700103202,73.4873862006192,-13.12541872310217,-122.47897700103202
[ 1  4  7  0  1  5 19  7  0 -5 30],0.0,0.0,0.0,0.0,0.0
[ 2  1  7  0  1  5 19  7  0 -5  5],1127.509810444764,-81.6815554439451,278.6579137457371,-74.81202844158736,-296.27476705009485
[ 2  2  7  0  1  5 19  7  0 -5  6],1195.581733350047,-56.539555565389456,210.10581738508623,-68.1759336893025,-193.62335385396048
[ 3  2  7  0  1  5 19  7  0 -5  7],130.2184262114089,-28.29753751009389,505.696366494232,-34.35209412411274,-102.30713860926595
[ 3  3  7  0  1  5 19  7  0 -5  8],48.25389851687801,-46.08697791249236,1276.0524865088962,-55.012453241509824,-117.35025737165604
[ 3  2  7  0  1  5 19  7  0 -5  9],129.62453071186147,-57.17641572205302,554.3797659563782,-37.724263431344596,-110.6566103236366
[ 3  2  7  0  1  5 19  7  0 -5 10],83.98848033726368,-64.66432737169319,430.0259347963381,-36.30347439346379,-197.38430280757748
[ 3  1  7  0  1  5 19  7  0 -5 11],96.81344971019004,-48.66340339916346,147.91375457602416,-45.909160156300246,-116.06305202533862
[ 3  0  7  0  1  5 19  7  0 -5 12],108.16885023573884,-7.319210320739329,48.82935910470966,-49.05436650963934,-125.15079847921177
[ 3  1  7  0  1  5 19  7  0 -5 13],71.76334528217535,-56.57928135201556,128.2051941641657,-57.57596097094245,-148.37188243415318
[ 2  1  7  0  1  5 19  7  0 -5 14],110.65390689387661,-63.65256998458274,120.26212755572149,-58.94205707902023,-149.27049483889772
[ 2  0  7  0  1  5 19  7  0 -5 15],137.88059757566393,-4.1084000792270565,86.90871573646618,-46.59802991520354,-83.98090872096529
[ 2  1  7  0  1  5 19  7  0 -5 18],55.178762040738434,-73.81250414770544,71.35617756591223,-47.90495398598849,-125.44475740212889
[ 2  0  7  0  1  5 19  7  0 -5 19],55.14211981664151,-7.507090067586097,72.33277211455561,-28.579433754719346,-168.88535431590233
[ 2  0  7  0  1  5 19  7  0 -5 21],76.86415774582598,-7.820103836902983,43.257014305709966,-51.04833714408635,-94.2883077197577
[ 1  0  7  0  1  5 19  7  0 -5 23],55.323520573730406,-6.88513980710797,30.785423096178743,-5.673894516272093,-66.75337793164184
[ 1  0  7  0  1  5 19  7  0 -5 24],42.80766812577833,-6.917559112953138,42.97430655370629,-4.035956106426165,-57.97994701877626
[ 1  0  7  0  1  5 19  7  0 -5 25],30.485863177492536,-4.6177975322331966,12.217185906054791,-4.290568285304205,-38.15595678618838
[ 1  1  7  0  1  5 19  7  0 -5 29],40.760791255806,-6.793465209301,40.760791255806,-12.247897700103202,-58.519850598999994
[ 2  1  7  0  1  5 19  7  0 -5 30],0.0,0.0,0.0,0.0,0.0
[ 2  1  7  0  1  5 19  7  0 -5  2],689.3589169114025,164.8169119622251,3570.238837828872,329.6429782035254,11.264882915699513
[ 2  0  7  0  1  5 19  7  0 -5  3],1099.4640966756822,30.535503368625967,304.93867381434035,-77.6481482650024,-390.9094661916987
[ 2  0  7  0  1  5 19  7  0 -5  4],878.2700372409777,25.821865133633835,236.5531343737163,-112.59075864960965,-253.80962473831627
[ 2  1  7  0  1  5 19  7  0 -5  8],144.03183649406557,-74.60152621323162,350.18462791916716,-76.51309773493028,-245.42928472090873
[ 3  1  7  0  1  5 19  7  0 -5  9],332.29626916695145,-62.556211207272966,94.72532460710603,-53.289326160901815,-173.19927006725825
[ 2  1  7  0  1  5 19  7  0 -5 10],154.84129426331225,-68.60752607504098,112.17779371357634,-36.18971164162241,-206.63355462975628
[ 2  2  7  0  1  5 19  7  0 -5 11],116.92259481336994,-51.9104897308585,191.42089318637738,-64.61290514119919,-133.03896609016908
[ 2  1  7  0  1  5 19  7  0 -5 13],101.91259914472703,-44.064829231168886,124.04621778059015,-54.573839709224735,-124.32581581623805
[ 1  1  7  0  1  5 19  7  0 -5 14],92.86131084802163,-8.659821838167849,89.98149067274855,-9.053954502477453,-108.03715998296586
[ 2  1  7  0  1  5 19  7  0 -5 15],100.28865950957517,-52.484571350362465,60.6594107143998,-44.855157156131526,-149.41978864456857
[ 2  0  7  0  1  5 19  7  0 -5 16],112.23626264736454,-5.876136801753902,48.43700205729593,-63.54579215955611,-73.55864333830272
[ 2  1  7  0  1  5 19  7  0 -5 17],103.28439275164015,-57.18133299301716,77.76124510036828,-41.75149432290746,-134.85034037986637
[ 3  0  7  0  1  5 19  7  0 -5 19],44.15450321786025,-3.7240975568665906,59.56525516844911,-35.69485300874463,-75.39523175433831
[ 4  0  7  0  1  5 19  7  0 -5 20],42.28463028851747,-6.066925146776844,59.22691560065279,-46.257228212187236,-48.13596921171295
[ 4  1  7  0  1  5 19  7  0 -5 21],54.06871867591573,-18.449449224234804,75.84471402623043,-25.519070727697653,-75.77555303392583
[ 5  1  7  0  1  5 19  7  0 -5 22],46.779964420105024,-22.593051003759104,-22.976531846559386,-18.113546252585973,-75.12036443135356
[ 5  2  7  0  1  5 19  7  0 -5 23],36.722534021929725,-18.763643021012914,-27.173860837204,-18.1299763607345,-75.81013575564054
[ 5  1  7  0  1  5 19  7  0 -5 24],58.068935205857024,-26.472929436498656,-29.950793309150058,-7.265526059638311,-48.62973016665153
[ 5  1  7  0  1  5 19  7  0 -5 25],24.231630601684863,-37.61356431908181,-15.379903520938246,-18.48337356674536,-76.20990146176834
[ 4  1  7  0  1  5 19  7  0 -5 26],36.0123454756142,-22.283484642680698,29.835197103034865,-22.278390846503047,-57.3071838168446
[ 4  1  7  0  1  5 19  7  0 -5 27],35.90618784560718,-36.78835264692012,52.82612570949303,-42.50522587355502,-66.66433951705176
[ 4  0  7  0  1  5 19  7  0 -5 28],41.805686741352055,-2.49487497006772,30.85454987773511,-32.49016560896896,-75.10353354245474
[ 4  1  7  0  1  5 19  7  0 -5 29],29.40597006,-19.60398004,35.1119103594,-15.761596,-77.2553055720799
[ 5  1  7  0  1  5 19  7  0 -5 30],0.0,0.0,0.0,0.0,0.0
[ 2  1  7  0  1  5 19  7  0 -5  4],322.3079243048164,-86.73061920684167,1415.3654250129268,-42.28384978229361,-247.18663006972022
[ 2  0  7  0  1  5 19  7  0 -5  5],415.56542010183495,-1.2849398157224012,233.06408013435447,-94.57419442042412,-244.12459074335098
[ 2  1  7  0  1  5 19  7  0 -5  6],655.7369045368517,-89.75884054359516,243.7249856423583,-68.38311128362429,-330.33156610673876
[ 2  2  7  0  1  5 19  7  0 -5  7],743.689190026317,-60.95303063462202,148.12171104754444,-51.83579166839987,-231.28718047490077
[ 3  2  7  0  1  5 19  7  0 -5  8],115.448567260781,-41.614510317082065,538.8518701946865,-54.037714884062254,-109.12863944007881
[ 4  2  7  0  1  5 19  7  0 -5 10],114.18098438381482,-46.6147106879424,615.4608287172723,-40.30422098243307,-84.69893250067219
[ 3  2  7  0  1  5 19  7  0 -5 11],97.17049970624124,-51.719441148918214,342.56981545811226,-47.688048148040615,-114.93123644729889
[ 3  1  7  0  1  5 19  7  0 -5 12],47.46177015724503,-60.49258046263167,131.205056058334,-61.03286695550525,-163.77988673227145
[ 3  0  7  0  1  5 19  7  0 -5 14],42.9999555100212,-7.553010512303495,82.94271668708114,-18.137964134422436,-175.19965730328695
[ 4  0  7  0  1  5 19  7  0 -5 15],35.903684400625686,-5.499662687867641,75.17057017034526,-30.01159205502502,-83.43479043236694
[ 5  0  7  0  1  5 19  7  0 -5 16],48.190127046513005,-3.4625818636426002,-22.981581014025977,-18.372917775033443,-48.26936428341914
[ 5  0  7  0  1  5 19  7  0 -5 17],42.61600386345715,-2.4862690615065683,-19.11552464435844,-25.751816807631627,-102.72157571372884
[ 4  0  7  0  1  5 19  7  0 -5 18],35.8543632472566,-2.0092125357113786,64.90306141927586,-34.81702360996575,-74.68810700319254
[ 3  0  7  0  1  5 19  7  0 -5 20],71.64931029062906,-6.9982230393174465,47.27398584880671,-34.40403586297389,-66.11813136962054
[ 2  1  7  0  1  5 19  7  0 -5 22],60.09703701877619,-43.11926525840692,82.94375436233295,-36.6121103333521,-120.05236310837856
[ 2  0  7  0  1  5 19  7  0 -5 24],59.384254270994134,-5.2127065277509566,36.252340728818226,-15.273564604316263,-55.28455305553163
[ 2  1  7  0  1  5 19  7  0 -5 25],54.83541594328436,-40.573097752595885,49.26329666667921,-62.79465221335916,-93.10932755656677
[ 2  2  7  0  1  5 19  7  0 -5 26],77.36914999563814,-28.848642920902012,53.90693702794175,-25.67119780876902,-92.99794253446895
[ 1  2  7  0  1  5 19  7  0 -5 27],70.35007061038456,-7.271206135434196,84.46887126585597,-7.6489449653667245,-174.90572735371867
[ 1  3  7  0  1  5 19  7  0 -5 28],31.344918740255153,-7.179642699821537,36.848077944714944,-15.707596,-66.58471190371176
[ 2  3  7  0  1  5 19  7  0 -5 29],78.752512338613,-38.247169996478206,29.40597006,-23.4079402396,-58.519850598999994
[ 2  4  7  0  1  5 19  7  0 -5 30],0.0,0.0,0.0,0.0,0.0
[ 2  0  7  0  1  5 19  7  0 -5  1],3717.864909584164,665.959560522485,856.6191095426611,405.4354452488198,-42.63943150259238
[ 3  0  7  0  1  5 19  7  0 -5  4],216.31806536119154,-8.483733974439565,555.1724713776571,-57.860617658137215,-153.3249680134883
[ 3  0  7  0  1  5 19  7  0 -5  5],94.08113909982782,-6.029594951780883,211.15249140870858,-53.61561746850063,-108.58514982772304
[ 3  0  7  0  1  5 19  7  0 -5  6],229.7535232858956,-7.627008860975663,94.80518805705074,-50.16588929163167,-141.47676941474163
[ 4  0  7  0  1  5 19  7  0 -5  7],151.1615218406842,-4.557305155038069,59.329372702907904,-29.761811121679653,-55.70058689891957
[ 4  0  7  0  1  5 19  7  0 -5  8],37.12637617686876,-5.368486496904904,154.90523154809674,-24.49035919016027,-47.97700470811316
[ 5  0  7  0  1  5 19  7  0 -5  9],102.03515026225364,-5.7974990599,-30.170066055379195,-17.274456550961425,-77.2553055720799
[ 5  0  7  0  1  5 19  7  0 -5 10],12.174229001050797,-3.990099574439597,-27.173860837204,-11.01958192527302,-56.753181574721154
[ 6  0  7  0  1  5 19  7  0 -5 11],6.054,-4.529431917999999,-4.0,6.161356914000001,-9.89254
[ 6  0  7  0  1  5 19  7  0 -5 12],6.0,-3.7276174539999993,-4.0,24.612765617590327,-19.792540000000002
[ 5  0  7  0  1  5 19  7  0 -5 13],66.95190684061583,-4.3104949495568485,-7.686598662383228,-32.7842464750406,-38.76068872419174
[ 5  0  7  0  1  5 19  7  0 -5 14],65.07371191457776,-2.7023620599999996,-19.02335103292,-14.358607809853027,-29.4323531428
[ 5  0  7  0  1  5 19  7  0 -5 15],29.886220626608,0.0,-11.771492118034,-11.137124632993016,-48.11001144655969
[ 5  1  7  0  1  5 19  7  0 -5 16],42.942923760565776,-25.961753071389868,-11.718558140182601,-7.367819086144862,-57.201388669650285
[ 5  2  7  0  1  5 19  7  0 -5 17],143.34296939764528,-39.674956800217274,-22.44924357793317,-31.55317807451231,-56.78130748490097
[ 4  2  7  0  1  5 19  7  0 -5 18],36.07387270352075,-29.126268504657823,93.19025939150816,-29.37915691331289,-48.3735363154678
[ 5  2  7  0  1  5 19  7  0 -5 19],126.7033674888531,-36.04214160555658,-26.182383327297238,-22.598504662532747,-39.080984378626
[ 5  3  7  0  1  5 19  7  0 -5 20],164.93951261522932,-19.17022400429343,-30.028587464715486,-11.187321278781123,-57.18741311005682
[ 4  3  7  0  1  5 19  7  0 -5 21],24.401584817200746,-15.071059694397844,64.96517954844896,-7.534640114859999,-38.27645512309785
[ 4  4  7  0  1  5 19  7  0 -5 22],53.02851079903503,-2.060338891714636,73.80829526375862,-3.724164019107825,-38.11517079442353
[ 4  5  7  0  1  5 19  7  0 -5 23],12.047460000000001,-14.908623450734614,77.85269774532816,-3.891087346,-48.687901947226
[ 5  5  7  0  1  5 19  7  0 -5 24],224.1342720221242,-18.604556786482203,-37.33596195181054,-26.095515856597103,-81.20140007697088
[ 6  5  7  0  1  5 19  7  0 -5 25],-1.0,-11.547519215433176,-15.654136000000001,46.05164355259345,-29.310213585577003
[ 7  5  7  0  1  5 19  7  0 -5 26],0.0,-3.8381446682626,-6.0,6.0,-29.647
[ 7  5  7  0  1  5 19  7  0 -5 27],12.0489034686,-11.66462518,0.0,6.0,0.0
[ 7  4  7  0  1  5 19  7  0 -5 28],11.994,-7.906000000000001,0.0,12.10092,-29.647
[ 7  5  7  0  1  5 19  7  0 -5 29],17.8206,0.0,-6.0,0.0,-19.9
[ 7  6  7  0  1  5 19  7  0 -5 30],0.0,0.0,0.0,0.0,0.0
[ 3  0  7  0  1  5 19  7  0 -5  2],171.69113427511115,5.346425305524587,681.0994126039399,-23.495333015831296,-157.6838034593527
[ 3  0  7  0  1  5 19  7  0 -5  3],302.68432057928175,-4.446619036614782,64.05154029913552,-38.359189743411264,-174.05961736828408
[ 3  1  7  0  1  5 19  7  0 -5  6],75.6307311885034,-41.97670263365216,425.0849144487754,-59.92594148090792,-136.31002949142362
[ 3  1  7  0  1  5 19  7  0 -5  7],404.5009037104482,-44.629325639287444,140.80125143467833,-34.935683351538756,-183.7339928404856
[ 3  1  7  0  1  5 19  7  0 -5  8],411.3718070544068,-75.14344235709066,124.00170194418706,-69.68338737608453,-158.8370499060619
[ 3  1  7  0  1  5 19  7  0 -5 10],186.44225806339756,-68.73959756576996,82.6236130095443,-55.21116298455057,-164.05510316136272
[ 2  1  7  0  1  5 19  7  0 -5 11],124.1370590181898,-63.26556331072932,143.48991544016238,-60.2194034526308,-156.1393783848501
[ 2  0  7  0  1  5 19  7  0 -5 22],18.48960885196226,-5.090351944157044,30.412591568959584,-53.10597407109631,-82.45211305263489
[ 1  1  7  0  1  5 19  7  0 -5 25],43.891828606147946,-8.013539886576963,82.39155510119363,-3.8738373197623157,-84.49239468549476
